"X_COORD","Y_COORD","BOUGUER","GRTOPISO","PROF_MOHO","S_DEPTH","TOPO_ISO","BENPENTE","DIST_SEIS","DIST_SUBS","DIST_VOL","NBR_SEISM","DIST_112","DIST_135","DIST_157","DIST_180","DIST_22","DIST_45","DIST_67","DIST_90","AGE","ROCK"
5666700.0,-3632981.5,-51.0,2.0E-4,43172.2,-21.0,7.0,0.0746,46736.246,712967.75,466620.7,0.0,490845.0,160548.11,166178.19,27608.668,37171.44,171721.22,97738.01,480480.88,"PALEOZOIC","METAMORPHIC"
5244869.5,-3261162.5,-340.0,-8.0E-4,61481.1,-88.0,-96.0,0.0472,1220.1238,256352.64,241435.52,16.0,267791.4,23370.104,81220.52,20108.002,2711.682,64133.164,119622.49,105266.016,"PROTEROZOIC","PLUTONIC"
5666491.0,-3612491.2,-47.0,4.0E-4,44695.6,-21.0,15.0,0.074,38904.68,710453.06,469699.72,0.0,473323.66,144102.62,171619.69,17918.785,55877.52,159479.84,81121.086,500917.16,"PALEOZOIC","METAMORPHIC"
5528703.5,-2565500.0,-412.0,-5.0E-4,67370.2,-184.0,-97.0,0.0659,3266.978,423968.03,80233.41,45.0,98368.266,29707.562,105775.71,12388.455,38317.203,6383.891,80826.05,85373.6,"PROTEROZOIC","PLUTONIC"
5528679.0,-3031326.0,-235.0,0.0,54031.0,-133.0,-61.0,0.0502,13164.581,456534.66,120789.95,2.0,5521.464,17890.676,108901.33,60951.08,37478.69,16524.453,79351.14,89502.984,"PALEOZOIC","VOLCANIC"
5316253.5,-3284466.5,-235.0,-3.0E-4,46446.7,-60.0,-61.0,0.0116,7163.2354,329318.38,263512.38,15.0,265932.6,22681.416,31217.363,76856.69,30435.18,9040.803,86911.24,168694.48,"PROTEROZOIC","PLUTONIC"
5262670.5,-3429156.5,-245.0,-4.0E-4,56016.0,-120.0,-66.0,0.0056,2584.7039,290709.34,274843.16,65.0,419412.88,168660.11,96940.27,24242.645,43701.824,30645.639,241143.77,63335.945,"PROTEROZOIC","PLUTONIC"
5415001.5,-3227326.2,-160.0,7.0E-4,44332.0,-103.0,-18.0,0.0205,4403.7627,411507.75,226201.19,8.0,203684.36,66139.74,25841.324,48920.426,47569.45,57661.87,62692.97,103418.99,"MESOZOIC","VOLCANIC"
5601649.0,-2491036.2,-376.0,-2.0E-4,63746.4,-252.0,-80.0,0.0587,5841.033,492588.75,90462.17,41.0,123032.695,122622.016,176357.44,22761.113,8190.7637,23125.955,46835.996,17043.22,"PROTEROZOIC","PLUTONIC"
5657279.5,-3450984.0,-50.0,3.0E-4,45718.9,-192.0,9.0,0.0827,11771.5625,685565.0,515589.3,2.0,352245.03,38769.58,179249.86,531.85455,132022.81,134604.06,93577.8,357231.4,"MESOZOIC","VOLCANIC"
5596894.5,-3693619.0,-80.0,-5.0E-4,42028.4,-32.0,-18.0,0.0316,30313.586,651440.1,392314.3,0.0,579056.6,193480.64,95531.06,67316.02,55171.207,169831.9,95326.266,432430.94,"PROTEROZOIC","PLUTONIC"
5764820.5,-3321070.0,-1.0,7.0E-4,40058.4,-10.0,28.0,0.1766,33026.89,770812.2,489430.1,0.0,185835.73,151931.66,124123.445,74882.555,158388.75,253658.45,257998.7,315267.25,"PALEOZOIC","METAMORPHIC"
5360674.0,-3120353.0,-307.0,-2.0E-4,63875.7,-97.0,-68.0,0.0242,11487.11,320861.16,108707.98,6.0,96266.016,143033.02,6979.7163,52152.92,24233.11,14979.619,56762.805,111964.734,"PROTEROZOIC","PLUTONIC"
5586661.0,-3655810.8,-68.0,1.0E-4,42655.2,-32.0,0.0,0.0296,28201.445,636482.0,384358.72,0.0,553692.3,154857.31,83226.164,54592.293,62579.37,134890.86,59799.12,450434.66,"MESOZOIC","VOLCANIC"
5414629.5,-3219002.5,-168.0,9.0E-4,48263.1,-103.0,-15.0,0.021,6150.5234,408017.56,218217.33,9.0,195391.28,73592.45,29278.303,40599.785,46535.875,64199.684,56008.85,96733.88,"PALEOZOIC","VOLCANIC"
5277647.0,-3610808.2,-177.0,6.0E-4,43103.8,-29.0,-44.0,0.0326,1713.3511,324253.94,113588.33,40.0,593694.8,210710.3,119698.15,11927.106,10626.191,6898.475,195474.53,182960.69,"PROTEROZOIC","PLUTONIC"
5640242.5,-3168198.8,-60.0,4.0E-4,39354.5,-29.0,-10.0,0.1351,11363.441,600532.7,293323.72,1.0,115190.57,66024.21,111585.0,33221.26,104448.55,66694.66,200334.95,127906.516,"MESOZOIC","VOLCANIC"
5634485.0,-3469074.0,-49.0,3.0E-4,42512.1,-152.0,9.0,0.0614,14396.554,664644.44,486942.03,4.0,381235.62,31355.787,168097.61,13515.144,103504.12,114428.48,71135.016,366042.84,"PROTEROZOIC","PLUTONIC"
5635698.0,-3493295.0,-53.0,3.0E-4,43295.8,-152.0,11.0,0.0626,18595.209,668214.7,477141.03,1.0,397368.78,54284.996,174230.86,13008.752,96813.32,107485.98,47234.03,389204.34,"MESOZOIC","VOLCANIC"
5235697.0,-3694807.5,-243.0,-5.0E-4,44581.5,-42.0,-74.0,0.0422,4039.049,292765.28,31237.896,13.0,684023.9,117240.9,146526.2,26376.9,4511.6123,25906.396,184941.55,245407.69,"PALEOZOIC","VOLCANIC"
5480446.0,-3681599.5,-25.0,9.0E-4,39288.9,-176.0,25.0,0.01,16523.645,534408.7,276318.78,1.0,621672.56,203339.14,27065.613,129131.805,21824.625,80199.71,17510.344,375368.44,"PALEOZOIC","PLUTONIC"
5256553.0,-3173259.2,-308.0,3.0E-4,64098.7,-109.0,-44.0,0.0185,7756.1475,244376.9,152826.23,12.0,184164.03,63478.344,26824.494,64486.66,11045.94,85332.516,98705.83,169446.69,"PROTEROZOIC","VOLCANIC"
5564911.5,-3039667.2,-194.0,1.0E-4,57084.7,-105.0,-49.0,0.0796,5291.801,493657.44,156481.67,3.0,15856.173,26739.016,83651.19,48949.484,7656.6055,19795.207,99210.27,91770.055,"MESOZOIC","VOLCANIC"
5263267.0,-3651118.2,-210.0,1.0E-4,43838.1,-59.0,-57.0,0.0375,4011.244,315116.3,74968.31,51.0,635871.5,167978.44,147324.86,527.95465,19328.39,22140.486,179874.47,212197.75,"PROTEROZOIC","PLUTONIC"
5569869.5,-2686431.0,-320.0,4.0E-4,67435.7,-188.0,-40.0,0.0714,9200.866,472644.7,17572.379,11.0,224993.55,66580.01,90631.65,29879.322,31348.795,1289.2308,44832.8,11144.078,"MESOZOIC","VOL_SEDIMENTARY"
5227871.5,-3417261.5,-272.0,-3.0E-4,55387.1,-120.0,-65.0,0.012,8537.976,254915.58,281497.3,17.0,418952.53,177136.03,67832.5,29112.91,56948.504,16300.926,245456.7,29674.553,"PROTEROZOIC","PLUTONIC"
5537791.0,-2815121.0,-315.0,2.0E-4,59789.4,-75.0,-52.0,0.0588,15092.49,453343.1,116663.766,2.0,206777.05,166526.02,1372.0232,7190.488,66833.72,9251.97,26382.223,94487.04,"PALEOZOIC","METAMORPHIC"
5617575.0,-2849749.5,-242.0,-6.0E-4,46682.8,-191.0,-73.0,0.0949,20464.791,533745.56,172579.89,0.0,207465.06,139370.42,56507.695,50942.535,8058.3716,13584.373,50615.766,145534.67,"PALEOZOIC","PLUTONIC"
5479693.0,-3230711.8,-154.0,-1.0E-4,50181.6,-124.0,-54.0,0.038,5987.3213,472681.47,257454.6,11.0,191016.81,92091.125,20738.99,48975.934,75652.78,10259.382,112873.15,90859.23,"PROTEROZOIC","VOL_SEDIMENTARY"
5500262.5,-3001530.5,-293.0,-3.0E-4,55930.4,-133.0,-75.0,0.036,6484.597,424245.1,81665.71,5.0,21127.824,29312.486,118716.4,49311.184,69494.42,10219.956,41879.39,120901.78,"PALEOZOIC","METAMORPHIC"
5626681.0,-3593176.0,-62.0,1.0E-4,40347.6,-57.0,6.0,0.0502,13652.149,668955.2,434851.12,1.0,479519.38,105466.375,143194.28,9668.343,75442.76,115729.44,41951.215,458897.2,"PALEOZOIC","SEDIMENTARY"
5434346.0,-3482963.8,-60.0,4.0E-4,40105.9,-27.0,5.0,0.0287,5114.841,466815.75,314539.06,81.0,440276.34,78197.69,1381.394,22121.607,4248.4775,41135.465,123185.805,241791.95,"PROTEROZOIC","PLUTONIC"
5593676.5,-3617193.8,-68.0,0.0,40977.8,-33.0,1.0,0.0326,35883.016,638564.3,397335.3,0.0,518613.8,117323.59,102973.93,44574.977,73001.02,109708.95,38647.88,438285.44,"MESOZOIC","VOLCANIC"
5482101.5,-3181360.2,-170.0,0.0,45586.7,-133.0,-53.0,0.0434,3317.7695,456261.94,218926.62,16.0,147573.45,135968.03,47929.11,67011.81,47041.72,37282.547,76637.305,42589.56,"PROTEROZOIC","VOL_SEDIMENTARY"
5643737.5,-2474429.0,-313.0,5.0E-4,62575.1,-252.0,-41.0,0.0718,7072.709,533671.6,100563.0,10.0,164790.61,158694.5,221150.11,65451.074,37317.418,45879.035,1616.4446,10589.645,"MESOZOIC","VOL_SEDIMENTARY"
5242144.5,-3557176.5,-271.0,-5.0E-4,54488.3,-114.0,-83.0,0.0141,1338.2595,282740.2,145544.08,88.0,548424.7,252381.64,130723.266,14077.924,22276.611,41098.863,259126.27,118677.02,"PROTEROZOIC","PLUTONIC"
5441451.5,-3099039.5,-248.0,-3.0E-4,47900.6,-89.0,-75.0,0.0305,4944.8975,390055.06,131458.61,11.0,84369.39,84557.34,75816.28,8707.084,20294.963,17022.953,12190.08,50649.72,"PALEOZOIC","METAMORPHIC"
5269839.5,-3580992.8,-197.0,5.0E-4,55567.7,-90.0,-47.0,0.0242,5506.973,312721.2,133786.16,32.0,565720.25,236008.2,115487.03,10203.354,25095.387,4635.722,223081.27,153811.44,"PALEOZOIC","VOLCANIC"
5644499.5,-3654595.5,-70.0,-2.0E-4,42909.4,-22.0,-6.0,0.0621,50594.535,693696.2,442013.22,0.0,520734.78,168337.44,140737.75,14239.266,11516.617,170805.6,100513.35,461454.47,"PROTEROZOIC","PLUTONIC"
5526119.0,-3356702.5,-61.0,3.0E-4,39397.7,-99.0,-16.0,0.0338,18698.936,545503.2,389743.7,1.0,293808.6,13066.883,26513.615,11106.522,90940.85,62812.793,176242.03,223364.5,"PROTEROZOIC","VOL_SEDIMENTARY"
5684504.5,-3332575.8,-35.0,1.0E-4,36551.6,-88.0,-6.0,0.1479,62811.832,700565.0,446966.72,0.0,259633.78,126669.55,181320.98,63470.66,200455.48,194198.53,214861.92,267419.47,"MESOZOIC","VOLCANIC"
5541927.0,-3531216.8,-32.0,4.0E-4,38625.9,-106.0,18.0,0.0329,3566.1755,578585.6,376213.2,4.0,464613.38,43925.57,84833.516,84653.72,6628.8354,10748.159,14407.8125,358378.5,"PROTEROZOIC","VOL_SEDIMENTARY"
5605238.0,-3528652.8,-52.0,2.0E-4,38892.7,-68.0,8.0,0.0457,20878.783,641348.5,434877.03,0.0,443965.3,40929.25,146756.25,21707.67,65958.12,72277.24,22708.52,410962.97,"MESOZOIC","VOLCANIC"
5412191.5,-3224625.0,-168.0,9.0E-4,48263.1,-103.0,-15.0,0.0201,4367.521,407885.03,222743.05,9.0,200632.95,67464.336,25029.643,46313.87,44817.92,61543.465,58823.305,102734.336,"MESOZOIC","VOLCANIC"
5772200.0,-3308534.8,-2.0,7.0E-4,38768.5,-10.0,25.0,0.1766,24581.152,772907.56,485705.38,0.0,172438.89,139662.05,109665.234,65421.938,144017.42,251731.42,272540.03,313318.25,"PALEOZOIC","SEDIMENTARY"
5493295.5,-2816448.0,-358.0,0.0,67201.3,-32.0,-64.0,0.0489,15088.394,408847.44,87200.19,10.0,190539.55,197046.89,38428.082,51702.637,103453.19,31727.008,7709.643,82063.22,"MESOZOIC","VOLCANIC"
5295458.5,-3276497.8,-256.0,-2.0E-4,52757.6,-101.0,-64.0,0.0231,10543.154,307853.28,253825.48,6.0,263741.38,21983.617,44489.074,60624.582,24551.293,12884.245,90477.12,149315.25,"PALEOZOIC","SEDIMENTARY"
5234152.5,-3694770.0,-254.0,-5.0E-4,44581.5,-42.0,-74.0,0.0418,3293.8086,291222.38,29704.287,12.0,684305.2,116776.4,147400.34,26970.748,3048.8767,24643.58,186418.39,245029.58,"PALEOZOIC","VOLCANIC"
5473316.0,-3131547.5,-206.0,-3.0E-4,42692.1,-136.0,-71.0,0.0377,2155.2354,430800.56,170200.84,20.0,107892.07,96589.164,72701.31,33879.773,6989.8037,41533.875,33433.2,7044.027,"PALEOZOIC","SEDIMENTARY"
5245130.5,-3563717.0,-250.0,-2.0E-4,54488.3,-114.0,-73.0,0.0157,2421.8247,286347.38,140069.77,74.0,554058.9,246513.95,135905.47,15456.254,29460.164,34403.332,252226.98,125821.62,"PROTEROZOIC","PLUTONIC"
5557523.0,-3041522.8,-194.0,1.0E-4,57084.7,-105.0,-49.0,0.0745,8017.678,486707.1,150842.34,3.0,10294.664,21926.066,90647.2,52742.47,14345.321,23986.31,98515.984,86826.234,"PALEOZOIC","METAMORPHIC"
5398921.0,-3137154.8,-257.0,-1.0E-4,55243.9,-97.0,-63.0,0.0317,1579.8461,362592.78,136394.14,10.0,112203.7,137069.92,19290.21,14408.882,17513.896,26634.87,24743.422,71997.52,"PROTEROZOIC","PLUTONIC"
5398176.5,-3127412.0,-262.0,-1.0E-4,55243.9,-97.0,-64.0,0.0326,9139.214,358473.75,127280.59,10.0,102438.47,128532.51,25388.287,15033.876,13231.195,22806.943,25248.166,73804.984,"PROTEROZOIC","PLUTONIC"
5498816.5,-2803692.0,-354.0,0.0,67277.7,-32.0,-62.0,0.0483,9296.274,414368.5,100153.3,1.0,204397.22,184341.22,27518.008,45243.05,106015.15,34492.07,671.8831,71623.805,"PROTEROZOIC","VOLCANIC"
5267559.0,-3578157.2,-197.0,5.0E-4,55567.7,-90.0,-47.0,0.023,4035.6096,310120.22,135191.75,33.0,563368.7,238021.66,116846.984,9987.357,27953.799,8246.505,226719.88,150179.25,"PALEOZOIC","METAMORPHIC"
5288086.5,-3311445.5,-205.0,0.0013,53816.1,-52.0,-18.0,0.0228,9362.264,304076.94,288545.12,8.0,299296.47,57414.117,69965.43,42756.883,5322.509,1170.8776,123709.86,139601.88,"PROTEROZOIC","PLUTONIC"
5444264.5,-3072175.0,-273.0,-4.0E-4,50520.6,-89.0,-80.0,0.0243,1744.3444,384026.0,105679.625,31.0,57362.223,59107.18,96217.99,6318.189,29263.385,21598.258,36764.4,73068.23,"PALEOZOIC","METAMORPHIC"
5597543.5,-2703799.2,-284.0,5.0E-4,63737.4,-156.0,-33.0,0.087,5168.3364,502256.6,48628.43,3.0,252718.06,44994.273,106688.414,3807.486,30474.19,27306.303,23233.096,14337.104,"MESOZOIC","VOLCANIC"
5335855.5,-3120404.0,-318.0,-2.0E-4,62624.7,-112.0,-65.0,0.0183,5956.0405,297825.06,107274.164,6.0,103091.164,138719.28,28921.883,43510.883,38270.273,27133.135,70186.41,136450.97,"PROTEROZOIC","SEDIMENTARY"
5550818.5,-3651889.5,-58.0,3.0E-4,44188.5,-32.0,10.0,0.0208,8762.618,600431.56,349246.2,2.0,572456.7,152353.34,49437.89,89108.78,43954.81,107821.695,37669.547,417885.0,"MESOZOIC","VOLCANIC"
5659830.0,-2488715.2,-278.0,8.0E-4,65218.4,-221.0,-22.0,0.0874,10639.052,550546.06,122079.72,2.0,180951.84,140268.7,233899.64,56245.07,19182.312,25716.834,17048.82,30838.945,"PROTEROZOIC","PLUTONIC"
5552469.5,-3622259.2,-49.0,5.0E-4,44597.2,-33.0,17.0,0.0231,18493.225,598301.25,355973.62,1.0,548715.4,122867.234,63769.93,86051.48,39361.23,87077.875,11912.8125,404061.88,"MESOZOIC","VOLCANIC"
5685663.0,-2603771.8,-245.0,0.0,63536.1,-181.0,-51.0,0.1094,10483.6,582839.7,140832.34,3.0,240543.8,91528.83,182738.69,51154.156,31429.098,23913.746,38088.68,38321.004,"PROTEROZOIC","PLUTONIC"
5282024.5,-3622031.8,-184.0,3.0E-4,43103.8,-29.0,-52.0,0.0335,2983.4485,330022.8,108324.88,51.0,604072.3,202186.12,119385.86,14553.535,3741.37,17788.615,184336.05,194811.34,"PROTEROZOIC","PLUTONIC"
5700072.0,-2953958.2,-83.0,4.0E-4,39026.1,-140.0,-21.0,0.1382,4070.475,621481.94,257233.92,9.0,163912.77,91218.84,76136.11,24261.494,57535.188,69893.48,81159.28,184400.67,"PALEOZOIC","VOLCANIC"
5238063.0,-3394367.0,-268.0,-1.0E-4,54102.6,-132.0,-63.0,0.0142,8586.435,262824.6,305267.75,14.0,393937.06,152164.42,86931.5,20923.828,48951.13,7291.2437,220543.88,49756.17,"PROTEROZOIC","PLUTONIC"
5233237.0,-3315701.5,-314.0,-6.0E-4,53030.1,-136.0,-83.0,0.0302,3558.7014,249956.52,297151.2,8.0,322325.62,78882.086,117983.19,11551.104,24695.383,44873.168,161415.83,85364.7,"MESOZOIC","METAMORPHIC"
5272699.5,-3591247.8,-194.0,6.0E-4,44412.7,-90.0,-44.0,0.0278,3142.0874,316858.72,126449.97,32.0,575277.94,227211.16,116367.3,10569.826,20008.125,4553.159,213373.78,163865.97,"PROTEROZOIC","PLUTONIC"
5195928.0,-3246770.2,-337.0,-9.0E-4,69309.1,-94.0,-87.0,0.023,16624.69,207155.34,240565.89,8.0,277213.62,27156.186,114577.945,8187.6323,49091.96,113484.16,159967.88,74161.48,"MESOZOIC","METAMORPHIC"
5200810.5,-3241489.5,-333.0,-8.0E-4,69636.4,-90.0,-83.0,0.0273,10005.726,212037.98,233878.11,3.0,270434.25,20447.219,107661.86,2300.7717,43856.79,112025.63,153909.31,81343.43,"MESOZOIC","METAMORPHIC"
5232183.5,-3300474.5,-325.0,-6.0E-4,57514.9,-136.0,-88.0,0.0333,4606.079,247342.06,282352.06,16.0,308800.66,64677.45,111258.625,7039.2295,23065.27,54720.188,152140.02,83568.96,"MESOZOIC","METAMORPHIC"
5184588.5,-3540662.2,-297.0,-0.0011,62179.5,-109.0,-78.0,0.0245,1219.9257,223852.88,158402.48,156.0,549696.75,265129.3,92598.516,1354.7738,49481.508,94409.84,310903.5,85110.67,"MESOZOIC","PLUTONIC"
5238428.0,-3383493.5,-276.0,-3.0E-4,52438.9,-132.0,-69.0,0.0164,7775.586,262095.98,316116.84,10.0,383633.84,141774.11,93235.1,10095.251,43555.92,804.6883,211059.62,57481.14,"PROTEROZOIC","PLUTONIC"
5150158.0,-3523898.0,-203.0,7.0E-4,65341.3,-109.0,5.0,0.0313,1014.2761,187957.12,182220.92,127.0,546453.7,285479.0,76408.88,15859.819,54072.19,131974.1,347652.75,66731.18,"PROTEROZOIC","PLUTONIC"
5234035.5,-3429352.5,-266.0,-1.0E-4,55313.4,-120.0,-60.0,0.0094,3421.3503,262230.06,270051.53,29.0,428207.34,186532.28,69153.69,15575.112,45558.94,29778.525,253122.86,34797.74,"PROTEROZOIC","SEDIMENTARY"
5248528.5,-3420662.5,-269.0,-7.0E-4,55109.1,-120.0,-79.0,0.0074,7402.827,275805.94,280592.56,34.0,415350.9,173564.53,85651.445,22657.287,57459.742,18695.908,238916.1,49360.367,"PROTEROZOIC","PLUTONIC"
5221644.5,-3430495.5,-275.0,-2.0E-4,52878.6,-120.0,-63.0,0.0116,6357.677,250009.66,267842.53,31.0,433533.72,191681.1,57026.402,23982.105,43883.96,28774.357,260036.3,22724.033,"MESOZOIC","METAMORPHIC"
5250250.5,-3464248.0,-217.0,9.0E-4,51054.4,-119.0,-33.0,0.0032,687.6035,281772.53,237966.7,195.0,456560.28,202706.17,83640.96,7762.1436,26318.107,62305.125,278352.56,63775.7,"PROTEROZOIC","PLUTONIC"
5249614.5,-3469758.0,-217.0,9.0E-4,53163.1,-127.0,-34.0,0.0024,812.7189,281677.0,232437.39,229.0,462033.8,207299.58,84163.26,6943.1797,24145.355,67800.09,283726.94,66768.39,"PROTEROZOIC","PLUTONIC"
5447113.0,-3091948.0,-249.0,-4.0E-4,47900.6,-89.0,-79.0,0.0286,1308.8059,393085.38,125647.57,11.0,76814.43,75554.375,84887.984,3314.733,23009.713,10390.423,16792.027,53849.895,"PALEOZOIC","METAMORPHIC"
5383176.0,-2831376.8,-370.0,-1.0E-4,69017.3,-100.0,-59.0,0.0411,26845.895,298817.8,18995.518,0.0,155402.39,192970.12,141486.88,162190.47,53134.953,2985.628,24018.307,22832.383,"PROTEROZOIC","VOLCANIC"
5600882.5,-2543984.8,-363.0,-1.0E-4,64360.7,-244.0,-70.0,0.066,3229.0972,494815.8,130633.195,52.0,137335.12,102329.04,172110.66,12047.462,22802.797,54518.848,60839.1,69909.77,"PROTEROZOIC","VOLCANIC"
5536430.0,-2795459.5,-319.0,2.0E-4,62665.2,-41.0,-51.0,0.0565,27114.094,451982.1,127203.21,0.0,224826.31,152003.2,9501.067,6763.8477,73678.45,21711.59,7748.5117,75360.15,"PALEOZOIC","METAMORPHIC"
5588710.5,-2507435.8,-385.0,-3.0E-4,67658.1,-222.0,-84.0,0.0603,1046.6342,480598.1,102709.055,58.0,112890.95,102956.48,160738.0,7951.516,469.72897,22730.975,65782.92,36587.09,"PROTEROZOIC","PLUTONIC"
5245027.5,-3139622.8,-296.0,3.0E-4,67477.7,-127.0,-28.0,0.0274,6319.975,220994.83,123048.28,11.0,159385.53,90538.88,30432.438,56711.6,41715.434,111955.52,123550.02,190476.19,"PROTEROZOIC","VOLCANIC"
5577429.0,-2738199.5,-289.0,4.0E-4,65963.5,-156.0,-35.0,0.075,2560.453,488144.16,69171.15,5.0,275764.2,82164.21,73942.36,25948.84,41681.832,27265.168,21451.12,35133.203,"MESOZOIC","VOLCANIC"
5613672.0,-2318661.2,-359.0,-2.0E-4,61674.8,-236.0,-80.0,0.0736,17511.852,501407.03,98175.97,4.0,117557.664,64660.984,165324.86,108822.97,60502.074,45844.215,31971.336,60739.094,"PROTEROZOIC","PLUTONIC"
5592876.5,-2407194.8,-396.0,-6.0E-4,64206.1,-202.0,-100.0,0.0531,7517.043,479308.7,23230.033,3.0,135420.58,140921.2,183358.27,22083.604,21134.973,12666.636,84457.93,67841.73,"PROTEROZOIC","VOLCANIC"
5674614.5,-2016633.0,-234.0,3.0E-4,55282.4,-45.0,-12.0,0.1106,22128.924,602193.56,203824.92,0.0,32867.535,14112.587,1595.8855,212273.75,294860.4,79235.04,77230.766,140864.53,"PROTEROZOIC","PLUTONIC"
5404523.5,-1800330.5,-303.0,-1.0E-4,71638.3,-288.0,-56.0,0.0965,34312.723,467469.44,199653.28,0.0,4041.8818,23767.512,24929.602,109408.484,5973.142,336645.72,114106.06,187952.5,"PALEOZOIC","SEDIMENTARY"
5374808.0,-1698589.0,-260.0,-3.0E-4,46821.7,-28.0,-67.0,0.1362,3310.042,510781.06,272103.0,8.0,87187.05,1460.4952,6405.2515,68095.055,106661.836,384828.2,119111.195,216347.88,"PROTEROZOIC","PLUTONIC"
5353487.0,-1891659.9,-373.0,-3.0E-4,65306.2,-173.0,-74.0,0.0657,2966.7537,370961.22,96284.08,3.0,25755.379,26235.543,11202.888,18477.074,22582.645,311542.97,77681.79,108073.19,"PALEOZOIC","SEDIMENTARY"
5682141.0,-2150522.5,-301.0,-4.0E-4,59688.4,-32.0,-53.0,0.1223,32776.746,581117.56,113041.64,0.0,35469.36,79077.03,37631.453,150852.17,172562.98,10478.347,6486.4316,45426.875,"PALEOZOIC","PLUTONIC"
5530750.0,-2430643.0,-420.0,-5.0E-4,70981.5,-181.0,-103.0,0.0654,3907.9958,418390.56,33348.984,10.0,71868.56,129780.25,118660.75,40726.457,74879.56,45982.35,66869.86,48151.27,"PROTEROZOIC","VOLCANIC"
5645880.0,-2364408.5,-335.0,-4.0E-4,63335.3,-187.0,-73.0,0.0864,8005.987,532655.0,87031.28,6.0,159252.25,74421.984,208086.44,90191.44,30876.047,7012.493,86827.414,109436.89,"PALEOZOIC","VOLCANIC"
5399540.0,-1779919.5,-279.0,2.0E-4,67208.8,-172.0,-46.0,0.103,26072.998,476138.12,216847.16,0.0,15311.71,35615.78,19084.193,118520.99,22219.676,355892.53,133627.56,195694.31,"PROTEROZOIC","VOLCANIC"
5672437.5,-2389607.0,-306.0,-1.0E-4,57500.5,-285.0,-54.0,0.0986,19711.08,558722.75,104143.97,1.0,175957.44,75421.234,234895.67,85676.22,21307.803,13651.534,66306.4,92251.1,"PROTEROZOIC","PLUTONIC"
5509998.5,-1943157.0,-316.0,0.0,67088.5,-260.0,-41.0,0.0723,31995.562,477215.8,142914.17,0.0,20903.305,13337.656,37583.727,164604.19,141702.36,159246.19,20250.553,157050.11,"PALEOZOIC","PLUTONIC"
5563680.5,-2111268.0,-355.0,0.0,69996.2,-261.0,-60.0,0.0671,10147.41,469981.22,86675.25,2.0,35598.42,15607.877,62184.74,231042.12,176462.8,20394.621,23624.719,76622.15,"PROTEROZOIC","PLUTONIC"
